,stateabbr,statedesc,placename,totalpopulation,access2_crudeprev,arthritis_crudeprev,binge_crudeprev,bphigh_crudeprev,bpmed_crudeprev,cancer_crudeprev,casthma_crudeprev,cervical_crudeprev,chd_crudeprev,checkup_crudeprev,cholscreen_crudeprev,colon_screen_crudeprev,copd_crudeprev,corem_crudeprev,corew_crudeprev,csmoking_crudeprev,dental_crudeprev,depression_crudeprev,diabetes_crudeprev,ghlth_crudeprev,highchol_crudeprev,kidney_crudeprev,lpa_crudeprev,mammouse_crudeprev,mhlth_crudeprev,obesity_crudeprev,phlth_crudeprev,sleep_crudeprev,stroke_crudeprev,teethlost_crudeprev
2455,FL,Florida,Otter Creek,134,20.4,30.8,15.6,37.9,77.7,7.5,9.0,79.4,9.2,76.2,85.7,68.7,11.3,35.0,29.5,23.4,53.2,21.5,13.4,19.8,34.7,3.7,29.5,71.6,16.2,35.7,14.1,33.1,4.3,18.6
2465,FL,Florida,Starke,5457,25.5,31.8,13.2,41.9,78.1,7.5,10.2,76.4,9.2,76.6,85.3,69.1,12.2,38.9,25.3,24.4,45.2,20.2,14.8,24.6,35.5,4.2,35.5,73.2,18.3,37.5,15.8,38.9,5.2,24.4
2468,FL,Florida,Day,116,26.6,31.3,15.4,41.1,76.6,7.7,10.3,76.1,10.4,73.3,83.1,61.8,14.5,31.2,27.4,30.7,42.8,23.9,13.7,25.7,36.2,4.2,33.6,69.7,19.0,36.2,17.7,37.1,5.2,27.9
2470,FL,Florida,Graceville,2278,24.7,26.6,14.9,37.7,75.2,7.2,10.0,76.1,8.1,77.1,83.5,71.0,10.3,39.0,35.8,21.0,54.1,21.7,12.7,20.4,32.2,3.6,30.8,75.2,18.2,30.5,13.3,36.7,4.3,20.6
2474,FL,Florida,Kissimmee,59705,33.7,21.3,14.9,32.6,70.9,4.5,9.0,76.6,5.9,72.9,83.2,65.2,7.1,37.2,27.8,20.1,45.6,19.0,13.1,22.0,29.7,3.2,36.0,78.1,16.8,37.8,13.3,37.2,3.1,17.8
2481,FL,Florida,Aripeka,308,19.3,28.6,15.8,34.2,76.6,7.5,9.3,80.1,7.7,73.9,86.8,71.6,10.4,36.2,37.9,24.4,55.2,23.6,11.7,17.4,35.3,3.3,26.5,70.9,16.8,32.7,13.3,34.7,3.7,15.3
2485,FL,Florida,Doctor Phillips,10754,14.6,19.2,14.3,28.5,73.5,6.5,7.5,83.9,5.3,73.1,89.9,74.3,5.3,47.3,42.8,11.9,67.1,15.9,8.7,10.8,31.2,2.4,18.3,75.0,12.5,23.9,8.4,30.5,2.4,8.0
2498,FL,Florida,Edgewater,21946,19.4,31.9,15.4,38.2,77.9,8.6,9.0,78.6,9.2,75.7,87.9,72.3,11.0,45.7,36.3,21.8,53.4,21.2,12.8,18.7,36.9,3.8,28.0,75.5,15.7,33.1,13.7,34.5,4.2,17.5
2500,FL,Florida,Haverhill,1779,29.9,21.3,14.9,32.8,72.2,5.3,9.3,78.5,6.5,73.3,85.3,67.8,8.9,34.8,38.4,22.6,54.9,19.0,12.5,20.7,30.9,3.2,30.8,78.0,17.0,30.7,13.6,37.9,3.5,20.3
2506,FL,Florida,Solana,742,20.1,34.4,12.6,44.3,80.8,9.0,9.5,77.1,11.5,77.0,87.5,70.2,14.0,37.7,42.5,23.6,53.4,20.1,14.9,23.5,39.8,4.8,33.3,77.7,15.9,33.6,16.8,34.1,5.5,19.9
2508,FL,Florida,Chipley,3605,26.5,30.0,13.9,39.9,76.0,6.7,10.7,74.9,8.8,74.4,82.4,67.8,12.6,32.6,37.3,28.1,44.8,23.6,14.5,25.4,33.6,4.1,34.0,72.4,19.5,38.2,16.7,40.3,5.1,25.9
2512,FL,Florida,McGregor,7406,15.2,28.3,14.5,35.1,79.5,9.8,7.7,82.5,8.2,77.6,91.0,78.8,7.7,48.6,47.0,13.6,73.0,16.9,10.5,12.9,35.8,3.3,19.9,77.3,12.1,24.0,10.3,27.4,3.4,8.5
2515,FL,Florida,Cocoa Beach,11206,13.6,29.9,12.5,38.7,81.5,10.7,8.1,84.1,9.2,80.0,91.3,74.0,8.6,41.6,36.1,12.3,68.6,17.1,12.1,13.8,38.3,3.8,22.4,75.9,11.8,29.1,10.9,29.1,3.9,10.1
2523,FL,Florida,Golden Glades,32568,28.7,22.8,12.2,38.9,74.6,4.9,10.5,79.5,6.4,79.1,85.7,69.0,8.2,27.6,23.8,22.6,48.8,16.4,15.1,24.3,28.5,3.7,37.0,77.7,18.1,35.1,14.3,44.5,4.5,23.2
2529,FL,Florida,Lake Helen,2615,18.7,30.2,15.7,37.0,77.0,8.0,9.1,79.5,8.2,75.7,88.2,72.1,9.9,45.2,36.5,20.5,55.2,20.8,12.3,17.8,35.6,3.6,26.5,77.2,15.6,33.1,13.0,34.8,4.0,16.3
2531,FL,Florida,Eustis,18549,23.0,30.7,13.0,39.3,77.3,7.9,9.4,77.9,9.2,76.8,86.6,72.1,11.6,47.8,35.5,21.5,51.8,20.7,14.6,21.8,34.8,4.1,31.4,76.0,16.5,37.8,14.5,35.6,4.8,22.8
2538,FL,Florida,Orlando,234980,24.6,17.6,15.2,29.1,68.7,4.7,9.1,80.9,5.1,71.5,85.2,70.0,6.3,38.7,34.5,17.9,53.2,17.7,9.9,16.9,26.4,2.7,25.5,75.4,16.3,30.7,10.7,35.9,2.9,16.5
2540,FL,Florida,Eastpoint,2337,23.2,27.9,15.3,37.9,74.6,6.8,9.7,76.0,8.8,74.4,82.6,65.7,12.4,35.7,35.0,26.2,46.8,22.6,12.5,21.6,35.4,3.7,30.9,72.5,18.7,38.8,15.6,34.3,4.4,21.4
2547,FL,Florida,Forest City,13865,20.2,22.3,16.8,29.6,73.2,6.0,8.4,82.5,5.7,74.6,87.1,71.9,6.4,41.2,33.9,15.6,61.0,18.3,10.1,13.7,31.1,2.8,24.5,74.6,14.7,30.0,10.3,34.0,2.8,12.6
2560,FL,Florida,Laguna Beach,4003,17.1,26.1,16.1,33.8,75.3,7.7,8.6,80.9,7.2,75.1,87.9,73.9,8.1,46.4,37.7,18.2,61.4,20.5,10.6,14.3,33.8,2.9,24.7,75.1,14.8,28.6,11.3,31.7,3.2,12.1
2567,FL,Florida,Rotonda,8759,15.2,37.8,10.3,46.4,84.6,12.3,8.2,80.5,12.0,80.9,92.7,78.1,12.1,44.2,49.3,16.0,65.3,17.6,13.9,18.0,43.9,4.6,28.4,77.7,12.3,28.2,13.9,29.4,5.1,12.8
2569,FL,Florida,Homosassa Springs,13791,20.8,32.9,14.7,42.6,80.1,8.8,9.5,76.0,10.4,76.7,87.1,70.7,13.3,41.2,35.1,24.5,51.1,22.5,13.5,21.3,40.2,4.2,31.5,69.2,16.4,33.5,15.5,38.0,4.9,20.1
2576,FL,Florida,Fort Pierce South,5062,29.3,24.7,15.1,35.0,73.1,6.2,9.3,79.6,7.3,75.3,84.8,68.6,9.5,30.9,29.4,22.3,50.5,19.7,11.8,21.3,31.7,3.4,33.3,74.3,17.1,36.6,13.7,36.5,3.9,19.8
2580,FL,Florida,Raleigh,373,24.6,34.6,11.8,47.3,80.4,7.3,10.9,78.0,9.8,81.3,88.2,69.4,12.7,30.6,26.5,26.0,45.4,19.9,19.4,27.8,34.5,4.9,37.5,71.0,17.0,43.7,17.2,39.4,6.2,25.9
2581,FL,Florida,Parker,4317,21.6,27.6,15.0,36.7,75.5,7.2,9.6,77.2,8.0,75.6,85.8,70.1,9.9,41.8,32.6,22.7,52.3,21.8,12.6,19.2,33.4,3.4,31.0,73.9,17.0,31.9,13.8,35.0,3.9,17.8
2583,FL,Florida,Vineyards,3375,12.8,34.0,10.1,40.6,85.4,12.8,7.5,82.3,10.7,81.4,93.8,78.5,9.6,52.9,43.5,10.5,71.4,14.8,13.3,14.3,42.9,4.3,22.8,72.6,10.2,22.6,11.1,26.0,4.4,9.0
2586,FL,Florida,Cleveland,2990,18.9,34.2,12.6,42.6,81.6,10.3,8.8,78.5,11.1,77.5,89.1,75.0,12.4,41.9,46.9,19.7,60.3,19.4,13.2,19.3,40.6,4.3,29.8,76.7,14.5,29.5,14.5,31.5,5.0,15.8
2590,FL,Florida,Gateway,8401,15.8,20.8,17.8,27.5,72.1,6.6,7.8,84.2,5.3,73.5,89.0,78.1,5.6,48.2,48.6,14.0,73.4,17.6,8.0,10.6,29.9,2.3,17.5,78.4,13.2,24.6,8.6,29.1,2.3,7.5
2596,FL,Florida,University,41140,31.0,17.9,16.0,30.0,67.1,3.9,10.8,72.1,5.6,73.3,79.0,63.4,8.0,27.9,24.2,21.5,45.3,19.8,10.8,21.9,24.8,3.1,32.4,78.1,19.8,33.2,13.4,36.4,3.4,23.9
2599,FL,Florida,Mulberry,3870,19.8,29.0,13.5,38.3,79.7,9.0,8.5,81.4,8.0,76.9,89.1,76.9,8.5,45.4,40.2,15.6,61.2,18.2,11.8,15.9,37.7,3.5,24.6,76.1,13.6,32.2,11.5,30.9,3.8,12.4
2614,FL,Florida,Belleair Bluffs,2094,17.2,32.6,13.5,40.7,81.0,10.2,8.4,80.1,9.7,76.7,90.2,73.8,10.3,41.5,40.2,17.5,57.9,18.0,12.4,17.0,39.2,4.1,25.8,74.4,13.8,26.3,12.9,30.3,4.5,15.0
2631,FL,Florida,Miami,399457,34.5,21.1,13.2,33.0,75.1,5.0,8.3,78.3,7.0,75.3,84.9,66.6,6.8,27.1,23.3,16.8,52.5,15.3,15.6,24.4,30.3,3.9,37.3,75.5,15.5,31.6,14.0,36.8,3.8,17.9
2639,FL,Florida,Brownsdale,471,17.6,25.4,16.7,33.7,72.1,6.9,8.7,79.7,6.1,72.5,86.6,75.6,7.9,50.5,42.2,21.8,60.3,20.8,9.5,13.9,33.0,2.7,25.7,72.1,16.7,30.3,11.0,34.1,2.9,12.4
2657,FL,Florida,Bellview,23355,19.2,24.8,15.3,33.2,73.4,6.3,8.9,79.4,5.9,76.9,86.3,72.6,7.4,43.9,37.8,18.6,59.6,21.4,9.7,14.6,31.3,2.7,23.7,76.0,16.0,33.1,10.9,34.8,3.0,12.4
2663,FL,Florida,Inverness,7210,21.9,36.7,12.0,46.2,83.2,10.9,9.3,76.0,12.3,79.6,88.8,73.3,14.1,41.4,32.5,20.8,51.7,20.8,14.9,22.9,41.6,5.1,33.8,68.7,15.1,31.5,16.1,36.3,5.9,21.1
2671,FL,Florida,Pea Ridge,3587,18.5,23.4,16.9,31.8,69.9,5.9,9.0,78.8,5.6,71.6,84.8,71.4,7.6,49.9,39.3,22.1,57.8,21.3,9.1,14.3,30.9,2.5,26.4,76.1,17.8,30.6,11.0,35.1,2.7,13.7
2674,FL,Florida,Palm Beach Shores,1142,13.8,30.0,11.9,40.1,82.1,11.3,7.4,83.3,10.2,79.8,92.7,78.6,9.3,45.1,44.2,12.8,71.5,15.8,12.2,14.2,39.5,4.0,22.1,78.1,11.2,22.8,11.3,29.2,4.1,11.4
2702,FL,Florida,Desoto Lakes,3646,18.4,24.3,16.0,30.4,75.6,7.6,8.1,82.7,6.4,74.9,89.4,73.9,7.2,42.7,43.1,15.1,68.2,19.1,9.5,13.5,29.8,2.9,21.3,75.3,14.5,26.5,10.4,34.0,3.0,10.6
2706,FL,Florida,South Sarasota,4941,15.4,27.5,14.5,33.6,78.8,9.5,7.7,83.7,7.8,77.1,91.0,74.6,7.8,45.5,44.0,13.5,70.7,18.0,10.1,13.2,32.7,3.3,20.3,74.9,13.0,24.8,10.5,31.6,3.4,9.3
2708,FL,Florida,Moore Haven,1685,35.3,26.2,14.0,38.3,76.1,6.2,9.8,76.3,8.9,75.4,83.5,69.9,11.0,32.3,28.0,23.8,45.7,19.7,15.6,26.4,32.7,4.1,36.8,77.2,17.7,41.0,15.9,36.7,4.8,26.0
2709,FL,Florida,Silver Lake,1654,15.9,28.9,13.8,36.3,77.2,8.2,8.3,80.0,7.9,76.7,89.2,73.8,8.7,53.1,41.5,17.0,61.8,19.4,11.8,15.1,35.5,3.2,24.3,77.1,14.4,33.5,11.4,32.8,3.5,14.2
2714,FL,Florida,Lamont,178,20.8,27.9,12.3,41.4,78.2,6.8,10.3,84.1,7.3,78.5,90.1,71.6,9.0,38.7,38.1,21.8,54.1,18.3,14.4,20.4,34.7,3.7,29.3,82.1,16.0,38.5,13.6,38.9,4.5,17.6
2722,FL,Florida,Dade City North,3104,39.6,19.8,16.4,28.3,68.6,4.1,9.3,75.2,5.8,70.0,80.5,61.6,7.7,27.2,29.1,24.6,42.1,21.8,12.4,23.6,28.0,3.1,35.2,74.0,18.5,36.9,13.7,37.6,3.2,22.6
2723,FL,Florida,Lake Belvedere Estates,3334,30.0,16.0,15.9,28.2,65.7,3.8,9.1,80.2,4.3,72.1,84.6,70.3,5.9,34.5,39.7,21.1,56.1,17.6,9.9,17.0,25.7,2.4,28.0,79.5,16.9,30.3,10.8,39.9,2.6,17.3
2726,FL,Florida,Port St. Joe,3443,18.8,29.5,13.7,41.9,78.2,8.6,8.7,82.2,8.2,79.7,89.0,76.6,9.1,48.5,38.2,18.2,57.9,18.1,12.8,17.8,35.4,3.7,26.4,76.5,14.4,32.3,12.4,32.4,4.2,16.4
2734,FL,Florida,Pinewood,16520,30.6,24.0,11.8,40.8,75.8,4.9,10.8,78.6,7.0,79.6,85.5,69.4,8.7,25.3,23.0,23.0,46.3,16.4,16.8,26.6,29.2,4.1,39.2,78.3,18.4,36.8,15.3,45.2,5.1,24.8
2750,FL,Florida,Loxahatchee Groves,3188,22.0,20.8,16.8,30.2,72.6,6.1,8.2,80.8,6.3,72.5,86.9,72.5,7.8,40.2,44.3,18.2,64.7,18.3,10.1,14.6,32.2,2.7,23.4,77.7,14.9,25.9,11.0,33.9,2.9,14.3
2752,FL,Florida,Harold,823,23.9,30.6,15.1,39.9,73.9,6.6,10.1,74.1,8.5,72.3,83.5,65.0,13.1,43.2,33.9,31.8,46.1,23.5,13.2,23.3,36.4,3.6,35.5,73.4,19.8,34.9,16.5,37.4,4.4,23.0
2753,FL,Florida,Meadow Oaks,2442,20.5,32.1,13.9,37.6,80.1,9.2,8.9,78.2,9.7,76.4,88.2,70.7,11.4,36.3,34.6,22.6,55.0,22.3,13.2,19.1,37.9,3.9,28.7,71.7,15.5,31.0,13.9,33.4,4.4,16.4
2759,FL,Florida,Bartow,17334,24.2,26.7,14.2,37.5,76.1,6.6,9.7,78.4,7.4,75.1,85.3,70.7,9.3,37.5,33.2,21.4,50.6,20.0,12.8,20.5,34.1,3.6,30.0,77.8,16.6,37.5,13.6,35.3,4.1,18.9
2760,FL,Florida,St. Lucie Village,590,18.4,28.9,14.8,37.4,77.4,8.1,9.0,80.8,8.5,77.3,88.1,69.1,10.5,36.3,35.1,20.1,59.0,20.3,11.7,18.1,36.3,3.5,28.0,74.1,15.7,33.2,13.4,33.3,4.0,16.2
2763,FL,Florida,Palm Valley,20019,11.5,22.0,16.5,31.3,75.9,7.8,7.9,84.0,5.9,76.8,90.6,77.3,5.7,50.4,41.2,11.2,71.5,18.4,8.5,10.0,32.7,2.6,15.6,80.1,12.8,23.3,8.5,27.6,2.5,7.3
2766,FL,Florida,Lee,353,25.0,29.0,15.3,37.3,76.6,7.5,9.2,76.6,9.2,74.9,84.7,69.8,11.2,34.2,36.8,23.8,49.6,21.1,13.6,21.9,36.4,3.8,32.2,76.9,16.7,34.0,14.6,35.2,4.5,18.6
2771,FL,Florida,Wausau,383,21.7,32.7,14.3,39.4,78.2,8.5,9.7,76.9,9.9,74.1,85.0,70.9,12.7,36.8,41.3,25.1,52.1,23.8,13.4,21.7,37.0,4.0,29.9,71.0,17.8,34.2,15.7,36.5,4.8,20.8
2776,FL,Florida,Key Biscayne,12344,17.5,18.8,13.5,27.2,76.0,6.8,6.5,87.3,5.1,77.1,91.8,76.4,3.7,41.7,35.9,7.3,75.7,13.1,9.7,10.3,31.1,2.7,20.4,78.2,10.7,23.4,7.7,29.3,2.1,5.3
2784,FL,Florida,North Miami,58471,29.2,21.8,12.9,36.5,73.6,4.7,10.2,78.7,6.2,77.8,84.8,68.1,7.9,28.4,24.8,21.7,49.7,16.7,14.4,23.7,28.3,3.6,36.2,77.4,18.1,34.2,14.1,42.8,4.2,21.3
2786,FL,Florida,Penney Farms,749,18.1,50.1,4.3,58.2,89.8,18.9,7.2,81.1,18.4,88.4,96.0,80.0,14.3,40.2,30.4,8.9,60.1,13.2,18.2,23.1,43.6,7.0,35.1,66.1,9.2,25.7,15.7,28.5,8.1,17.4
2788,FL,Florida,Lake Hamilton,1231,24.8,29.9,13.3,41.6,78.5,7.1,9.8,77.0,8.8,76.3,85.9,69.5,11.3,35.0,31.6,23.4,47.7,20.0,14.9,23.1,36.8,4.0,32.6,76.9,16.7,39.1,15.3,36.2,4.8,21.5
2794,FL,Florida,Highland Park,230,24.4,35.9,12.3,44.8,81.6,9.5,9.8,76.6,11.8,76.7,86.2,70.3,15.0,35.9,31.0,24.3,47.1,21.7,16.0,25.6,41.4,4.9,34.1,74.3,16.5,36.6,17.5,33.1,5.9,23.5
2797,FL,Florida,Bokeelia,1780,21.2,33.4,13.1,41.3,81.9,9.8,8.4,79.4,11.1,78.2,89.8,74.4,11.9,42.2,41.6,18.4,63.2,17.9,14.5,20.0,38.6,4.4,27.0,75.8,13.4,28.8,14.5,29.7,4.9,14.6
2800,FL,Florida,New Port Richey East,10249,22.0,29.9,15.0,35.5,78.1,8.0,9.1,77.7,9.0,74.8,86.4,68.3,11.2,34.0,31.8,24.0,52.3,23.1,12.8,19.7,35.6,3.7,29.6,71.7,16.6,32.0,14.1,34.6,4.3,18.6
2803,FL,Florida,Plantation Island,163,16.5,31.8,13.5,39.2,81.8,9.7,8.3,80.7,10.2,76.9,90.4,71.2,11.5,47.4,38.1,18.2,62.2,17.0,13.9,18.3,41.0,4.0,26.9,71.7,12.9,27.4,13.6,31.0,4.5,14.1
2804,FL,Florida,Lake Lindsey,71,20.2,25.5,16.1,33.6,75.3,6.3,9.3,74.3,7.0,73.3,84.4,70.3,9.5,36.5,33.6,21.9,54.3,22.0,11.0,16.9,32.6,3.1,25.8,74.6,17.3,35.6,12.8,33.6,3.4,14.8
2809,FL,Florida,Miami Springs,13809,27.9,19.9,13.9,29.0,75.0,6.0,7.2,82.4,5.9,75.2,88.1,70.1,5.2,34.4,28.3,11.8,64.7,14.4,11.9,16.4,30.9,3.1,29.2,75.3,13.2,26.5,10.6,32.8,2.7,10.9
2820,FL,Florida,Wacissa,386,20.1,25.6,15.9,35.6,75.7,6.7,9.1,81.3,7.1,73.6,86.4,71.9,9.0,38.8,40.8,21.8,56.1,19.6,11.8,17.7,34.4,3.3,26.0,80.4,15.9,33.8,12.6,34.8,3.8,16.0
2822,FL,Florida,Bunnell,2676,20.8,27.0,14.8,37.3,75.8,7.5,9.4,81.4,7.5,78.6,87.2,73.7,9.0,43.0,30.8,19.5,53.8,20.2,12.0,17.8,32.8,3.5,25.5,75.2,15.7,33.5,12.5,36.8,4.0,17.0
2823,FL,Florida,East Lake,30937,14.4,26.6,15.4,34.7,77.4,8.3,8.1,82.7,7.0,74.8,90.5,74.4,7.3,44.4,46.0,15.3,63.8,17.6,9.9,12.7,36.4,3.1,20.6,75.9,13.3,25.2,10.2,29.9,3.2,10.7
2827,FL,Florida,Belleair Shore,109,12.7,30.9,12.7,40.3,81.3,10.2,7.8,84.4,8.8,78.3,93.2,75.7,8.0,45.0,46.3,13.3,66.0,16.0,11.9,13.3,41.0,3.6,20.3,77.5,11.5,25.3,10.7,28.4,3.7,9.0
2836,FL,Florida,Samsula-Spruce Creek,5019,14.6,31.4,14.8,37.8,79.1,9.3,8.3,81.7,8.7,77.3,90.8,75.9,9.0,50.5,41.5,16.0,62.1,19.1,12.0,14.9,38.3,3.6,22.6,77.7,13.2,30.3,11.6,31.4,3.7,11.6
2838,FL,Florida,Key Colony Beach,796,13.2,32.1,13.5,40.5,84.0,11.2,7.7,83.5,10.2,78.9,93.1,77.8,9.6,43.4,36.1,13.6,70.8,16.8,12.7,14.6,40.6,4.0,22.5,72.6,11.5,27.5,11.6,30.3,4.1,10.1
2839,FL,Florida,Highland City,10801,18.4,21.0,17.0,29.8,71.2,5.4,8.5,81.9,5.0,72.2,86.2,71.2,6.2,42.0,39.6,17.4,60.4,19.4,9.0,13.4,31.5,2.4,22.2,78.0,15.2,33.1,10.0,33.0,2.5,11.4
2861,FL,Florida,Holmes Beach,3836,12.2,32.5,11.5,39.6,83.3,11.5,7.7,83.7,9.5,81.5,93.1,78.4,8.6,41.7,44.4,11.8,71.4,16.7,12.1,13.2,39.9,3.8,20.3,75.6,11.0,26.6,11.0,28.2,3.9,9.1
2864,FL,Florida,Nokomis,3167,16.6,27.9,15.3,34.1,78.1,8.7,8.0,82.0,8.0,76.1,89.9,71.9,9.0,41.8,41.4,16.7,66.9,19.2,10.6,15.1,32.6,3.4,22.8,74.0,14.2,26.5,11.7,33.5,3.6,12.8
2866,FL,Florida,Citrus Springs,8622,21.3,30.0,15.1,39.6,78.5,8.3,9.2,77.6,9.1,76.1,87.1,72.8,11.1,42.5,36.3,22.1,53.5,21.9,12.1,18.9,37.8,3.8,29.6,70.0,16.1,32.4,13.8,37.9,4.2,17.4
2880,FL,Florida,Englewood,14863,15.9,37.3,10.6,44.7,84.7,12.5,7.8,80.9,12.1,81.2,92.8,76.3,11.9,42.6,43.2,14.9,66.2,17.3,13.9,18.3,40.3,4.7,27.3,74.3,12.2,26.3,13.8,30.5,5.3,13.6
2886,FL,Florida,Inverness Highlands North,2401,23.1,28.2,16.0,37.5,76.3,7.4,9.6,76.8,8.3,74.5,85.1,70.3,11.2,42.1,35.2,24.5,51.0,23.1,11.3,19.4,36.1,3.5,30.2,68.8,17.4,32.7,13.9,38.7,4.0,19.7
2902,FL,Florida,Seminole,17593,16.7,32.4,13.4,40.6,81.1,10.3,8.2,80.7,9.7,76.9,90.7,73.6,10.0,41.5,40.2,16.8,59.2,17.5,12.1,16.4,39.2,4.0,25.5,74.2,13.4,25.5,12.5,30.1,4.5,15.1
2910,FL,Florida,Weeki Wachee Gardens,1146,17.0,33.9,12.7,41.7,82.1,9.9,8.3,80.9,9.6,77.9,90.5,75.3,11.2,44.3,38.2,19.3,59.2,19.2,13.3,17.4,39.7,3.9,26.8,70.3,13.7,34.0,13.5,31.6,4.4,13.9
2911,FL,Florida,Daytona Beach Shores,4253,14.3,38.4,11.0,45.4,84.2,12.5,7.8,80.1,11.9,81.6,93.2,77.7,10.9,50.0,39.9,14.0,61.8,17.1,14.8,17.2,42.7,4.7,25.7,76.2,11.4,29.0,12.9,29.5,5.0,12.6
2917,FL,Florida,Bronson,1210,24.6,29.4,14.7,38.0,76.0,6.6,10.1,78.1,8.1,76.8,85.1,69.7,10.7,33.7,26.6,24.8,49.4,21.9,14.2,22.4,32.0,3.8,32.7,72.4,17.8,38.4,14.8,36.3,4.5,21.5
2918,FL,Florida,South Venice,13949,17.1,28.7,15.0,34.6,78.5,9.1,8.1,81.8,8.4,76.2,89.6,72.3,9.3,41.9,39.9,17.1,66.2,19.5,10.7,15.5,32.6,3.5,23.5,73.9,14.5,26.2,12.0,33.6,3.8,13.2
2919,FL,Florida,Molino,1277,20.1,27.8,14.6,37.3,75.8,6.8,9.3,79.8,7.0,78.1,86.9,71.7,8.7,41.8,35.0,20.8,57.1,21.7,11.5,17.3,33.2,3.2,26.2,75.2,16.3,35.3,12.5,35.6,3.7,15.8
2923,FL,Florida,Pomona Park,910,26.8,29.4,14.9,38.6,78.4,7.6,9.6,76.5,9.9,75.2,84.8,69.0,12.9,36.1,34.6,25.4,45.7,20.7,14.1,24.5,37.3,4.2,33.8,75.9,17.4,35.0,16.2,36.8,5.0,25.4
2936,FL,Florida,Juno Ridge,718,23.5,15.5,20.0,24.3,64.0,4.3,8.0,80.9,4.5,68.2,82.9,70.2,6.2,40.4,40.4,19.6,62.3,18.8,7.2,12.8,26.3,2.1,21.5,78.6,16.0,25.5,9.5,34.8,2.2,15.0
2939,FL,Florida,Land O' Lakes,31996,17.6,21.8,17.4,27.3,72.2,6.2,8.2,83.0,5.3,72.7,88.1,71.3,6.2,39.5,39.2,17.8,63.3,21.1,9.0,12.2,31.1,2.4,21.0,74.8,14.7,29.1,9.5,33.1,2.4,10.1
2941,FL,Florida,Pinellas Park,49520,22.1,26.7,15.5,35.8,75.8,7.3,8.7,77.4,7.6,72.8,86.6,70.5,9.3,39.4,40.9,21.6,52.2,19.0,11.3,17.4,35.1,3.3,27.2,73.5,15.8,27.9,12.5,33.4,3.7,16.4
2946,FL,Florida,Port Richey,2675,19.1,32.5,14.0,38.3,80.4,9.3,8.6,78.9,10.0,76.7,88.8,70.2,11.5,35.3,33.2,21.6,55.6,21.4,13.6,18.9,38.2,4.0,28.2,72.2,14.7,31.1,13.9,33.2,4.5,16.5
2948,FL,Florida,Treasure Island,6705,12.8,29.5,14.4,37.9,79.8,9.8,7.8,83.6,8.0,76.7,92.4,76.6,7.8,45.9,48.1,14.0,66.4,16.9,10.6,12.4,39.5,3.3,19.8,76.1,12.1,24.8,10.3,28.8,3.4,9.3
2949,FL,Florida,Valparaiso,5014,19.2,20.1,19.0,28.5,69.7,5.5,8.4,76.0,5.6,71.3,80.5,71.0,7.0,40.4,37.6,16.7,59.8,20.0,8.1,13.6,27.3,2.5,21.8,69.3,16.7,27.8,9.8,33.6,2.7,15.4
2963,FL,Florida,North Palm Beach,12016,15.2,25.4,13.8,34.5,78.9,9.5,7.5,83.8,7.9,77.3,91.1,78.2,7.5,46.9,46.7,12.9,72.3,16.3,10.3,12.2,35.7,3.3,20.3,78.6,12.0,22.7,9.9,30.1,3.4,9.8
2973,FL,Florida,Hampton,500,20.8,28.1,15.9,36.1,75.4,7.1,9.2,80.9,7.3,73.9,85.9,71.3,9.7,42.3,31.6,21.3,53.8,20.4,11.3,17.8,34.6,3.2,27.8,70.6,17.0,34.0,12.7,35.9,3.6,16.8
2974,FL,Florida,Olga,1952,21.6,23.8,17.4,30.9,73.4,6.7,8.4,80.5,6.6,73.1,86.8,73.5,7.8,43.1,42.6,19.5,65.4,18.9,9.8,15.1,31.5,2.8,23.5,75.4,15.1,26.9,11.2,31.5,3.1,12.7
2975,FL,Florida,Ormond Beach,39359,16.7,31.5,14.6,37.8,78.8,9.3,8.5,80.7,8.9,77.0,90.0,74.5,9.4,48.6,37.8,17.3,59.2,19.4,12.1,16.2,37.0,3.7,25.1,76.7,13.9,30.6,12.2,32.6,4.0,14.2
2981,FL,Florida,Navarre Beach,638,16.1,30.1,14.3,39.3,76.9,8.0,8.8,79.0,7.8,75.5,89.0,73.1,9.5,51.4,41.4,20.7,59.8,19.9,11.9,16.0,37.4,3.3,27.1,75.3,15.6,31.7,12.6,33.7,3.6,12.7
2987,FL,Florida,Palm River-Clair Mel,21024,32.1,21.0,15.3,34.2,72.7,4.7,9.7,79.5,6.2,74.1,84.4,66.6,7.9,28.2,28.3,21.5,48.9,18.1,13.3,21.7,29.9,3.3,33.0,77.9,17.2,35.2,13.6,36.6,3.6,19.8
2998,FL,Florida,DeLand Southwest,1125,26.8,24.7,14.6,39.4,74.9,5.0,10.3,80.2,6.2,77.4,87.1,74.4,7.4,36.4,32.6,22.0,46.2,17.9,15.0,21.5,29.4,3.6,31.3,82.4,16.7,40.7,12.7,42.5,4.3,22.5
3000,FL,Florida,Apopka,42714,25.5,19.5,14.9,30.5,70.4,5.4,8.9,82.3,5.6,71.7,86.3,70.6,7.0,40.7,36.1,19.1,54.1,18.1,10.2,17.0,29.0,2.8,26.0,73.8,16.0,30.4,11.2,35.7,3.0,15.4
